date,state,temp_high_f,temp_low_f,precipitation_in,snow_in,condition
2023-02-14,WA,73.3,44.7,0.17,0.13,partly_cloudy
2023-02-14,CT,52.9,45.4,0.19,0.02,partly_cloudy
2023-02-14,CA,76.2,85.1,0.0,0.0,snowy
2023-02-15,HI,119.6,52.8,0.05,0.0,snowy
2023-02-15,NY,64.0,50.7,0.13,0.05,partly_cloudy
2023-02-15,SC,75.8,28.4,0.03,0.0,sunny
2023-02-15,MP,70.8,77.9,0.01,0.07,sunny
2023-02-15,AR,70.0,65.3,0.3,0.0,partly_cloudy
2023-02-15,AZ,84.7,43.3,0.56,0.25,rainy
2023-02-15,TN,54.3,60.6,0.0,0.0,sunny
2023-02-15,WA,68.9,78.9,0.0,0.23,snowy
2023-02-15,CT,83.9,45.2,0.24,0.98,sunny
2023-02-15,CA,41.7,26.7,0.52,1.3,sunny
2023-02-16,HI,58.8,25.7,0.12,0.0,partly_cloudy
2023-02-16,NY,65.5,68.9,0.36,0.0,snowy
2023-02-16,SC,80.6,101.1,0.03,0.0,sunny
2023-02-16,MP,95.6,45.1,0.0,0.25,rainy
2023-02-16,AR,36.4,44.5,0.06,0.44,snowy
2023-02-16,AZ,67.3,65.3,0.07,0.0,snowy
2023-02-16,TN,33.7,65.6,0.0,0.51,snowy
2023-02-16,WA,61.6,32.5,0.21,0.01,sunny
2023-02-16,CT,62.1,83.2,0.0,0.0,rainy
2023-02-16,CA,84.8,33.1,0.0,0.64,partly_cloudy
2023-02-17,HI,56.2,55.3,0.0,0.0,partly_cloudy
2023-02-17,NY,54.7,19.9,0.0,0.0,rainy
2023-02-17,SC,80.0,57.1,0.0,0.0,cloudy
2023-02-17,MP,72.7,33.8,0.04,0.0,sunny
2023-02-17,AR,70.4,46.9,0.21,0.28,cloudy
2023-02-17,AZ,99.0,48.4,0.11,0.0,partly_cloudy
2023-02-17,TN,46.9,40.2,0.0,0.04,partly_cloudy
2023-02-17,WA,52.8,48.2,0.62,0.46,sunny
2023-02-17,CT,89.5,51.3,0.6,0.0,cloudy
2023-02-17,CA,84.3,47.5,0.12,0.0,sunny
2023-02-18,HI,109.5,43.4,0.1,1.28,sunny
2023-02-18,NY,39.1,74.4,0.54,0.0,snowy
2023-02-18,SC,106.2,70.0,0.6,0.15,partly_cloudy
2023-02-18,MP,53.2,20.9,0.0,0.0,cloudy
2023-02-18,AR,97.6,42.1,0.0,0.0,cloudy
2023-02-18,AZ,85.6,91.0,0.0,0.31,snowy
2023-02-18,TN,70.1,50.7,0.57,0.0,rainy
2023-02-18,WA,54.6,84.5,0.3,0.0,partly_cloudy
2023-02-18,CT,57.8,38.8,0.44,0.42,partly_cloudy
2023-02-18,CA,51.7,68.4,0.0,0.0,rainy
2023-02-19,HI,70.9,54.6,0.53,0.0,rainy
2023-02-19,NY,74.1,37.0,0.38,0.12,rainy
2023-02-19,SC,83.0,45.6,0.0,0.0,cloudy
2023-02-19,MP,71.2,54.9,0.52,0.0,partly_cloudy
2023-02-19,AR,41.6,33.8,0.55,0.24,cloudy
2023-02-19,AZ,76.8,28.4,0.0,0.0,sunny
2023-02-19,TN,86.2,65.0,0.0,0.0,partly_cloudy
2023-02-19,WA,66.8,48.7,0.11,0.0,sunny
2023-02-19,CT,102.6,66.3,0.42,0.0,rainy
2023-02-19,CA,101.7,21.3,0.23,0.0,rainy
2023-02-20,HI,62.0,25.5,0.0,0.04,rainy
2023-02-20,NY,46.8,57.2,0.43,1.19,cloudy
2023-02-20,SC,45.9,55.1,0.13,0.0,snowy
2023-02-20,MP,12.1,54.7,0.0,0.79,rainy
2023-02-20,AR,93.1,40.9,0.0,0.0,cloudy
2023-02-20,AZ,25.2,40.9,0.25,0.38,sunny
2023-02-20,TN,77.8,5.7,0.27,0.0,rainy
2023-02-20,WA,65.0,59.3,0.0,1.22,snowy
2023-02-20,CT,44.9,37.0,0.14,0.0,cloudy
2023-02-20,CA,98.1,51.7,0.02,0.34,rainy
2023-02-21,HI,85.9,54.6,0.54,0.0,sunny
2023-02-21,NY,66.9,58.9,0.38,0.01,partly_cloudy
2023-02-21,SC,71.5,40.5,0.1,0.0,sunny
2023-02-21,MP,74.7,57.6,0.12,0.4,cloudy
2023-02-21,AR,69.0,16.1,0.03,0.0,sunny
2023-02-21,AZ,58.9,63.5,0.18,0.35,sunny
2023-02-21,TN,58.4,33.8,0.0,0.27,rainy
2023-02-21,WA,98.9,34.5,0.16,0.0,cloudy
2023-02-21,CT,81.5,50.5,0.52,0.22,snowy
2023-02-21,CA,86.7,52.8,0.42,0.0,rainy
2023-02-22,HI,68.4,19.5,0.91,0.0,sunny
2023-02-22,NY,98.7,20.8,0.07,0.0,cloudy
2023-02-22,SC,39.0,86.9,0.26,0.0,cloudy
2023-02-22,MP,112.7,61.6,0.0,0.0,snowy
2023-02-22,AR,60.9,49.3,0.0,0.12,snowy
2023-02-22,AZ,84.4,47.3,0.06,0.07,cloudy
2023-02-22,TN,69.6,46.2,0.0,0.45,rainy
2023-02-22,WA,106.2,47.9,0.08,0.0,partly_cloudy
2023-02-22,CT,44.9,66.9,0.0,0.02,snowy
2023-02-22,CA,52.3,52.9,0.08,0.0,sunny
2023-02-23,HI,71.7,26.8,0.0,0.96,rainy
2023-02-23,NY,54.1,71.5,0.0,0.26,partly_cloudy
2023-02-23,SC,53.2,42.5,0.0,0.0,sunny
2023-02-23,MP,93.0,45.8,0.12,0.23,rainy
2023-02-23,AR,80.7,72.0,0.0,0.0,sunny
2023-02-23,AZ,98.6,21.2,0.42,0.24,rainy
2023-02-23,TN,74.7,69.3,0.0,0.0,partly_cloudy
2023-02-23,WA,66.5,64.9,0.38,0.59,partly_cloudy
2023-02-23,CT,83.1,83.7,0.18,0.0,cloudy
2023-02-23,CA,80.7,44.7,0.17,0.0,partly_cloudy
2023-02-24,HI,80.3,86.8,0.28,0.11,snowy
2023-02-24,NY,48.9,52.6,0.21,0.1,rainy
2023-02-24,SC,66.3,11.1,0.0,0.0,cloudy
2023-02-24,MP,58.6,43.0,0.07,0.18,partly_cloudy
2023-02-24,AR,87.3,18.1,0.0,1.11,snowy
2023-02-24,AZ,67.2,64.1,0.34,0.07,sunny
2023-02-24,TN,67.3,52.2,0.0,0.0,partly_cloudy
2023-02-24,WA,68.0,58.1,0.0,0.72,partly_cloudy
2023-02-24,CT,82.2,53.8,0.0,0.09,sunny
2023-02-24,CA,106.1,93.3,0.0,0.0,snowy
2023-02-25,HI,95.1,67.1,0.0,0.0,cloudy
2023-02-25,NY,85.0,48.3,0.32,0.0,cloudy
2023-02-25,SC,38.8,55.8,0.0,0.0,rainy
2023-02-25,MP,84.0,59.3,0.01,0.0,sunny
2023-02-25,AR,41.0,61.6,0.24,0.0,partly_cloudy
2023-02-25,AZ,54.4,80.5,0.23,0.56,rainy
2023-02-25,TN,40.2,75.7,0.0,0.0,partly_cloudy
2023-02-25,WA,101.1,61.5,0.36,0.26,partly_cloudy
2023-02-25,CT,76.2,69.1,0.11,0.23,cloudy
2023-02-25,CA,50.8,89.6,0.0,0.0,cloudy
2023-02-26,HI,64.0,14.8,0.04,0.0,rainy
2023-02-26,NY,55.1,56.6,0.13,0.0,rainy
2023-02-26,SC,65.8,59.8,0.15,0.6,rainy
2023-02-26,MP,125.8,80.5,0.0,0.0,snowy
2023-02-26,AR,56.3,54.9,0.41,0.0,sunny
2023-02-26,AZ,70.5,38.6,0.0,0.0,sunny
2023-02-26,TN,69.7,52.9,0.0,0.35,partly_cloudy
2023-02-26,WA,61.5,25.8,0.2,0.0,snowy
2023-02-26,CT,60.8,56.5,0.13,0.0,partly_cloudy
2023-02-26,CA,69.0,28.7,0.32,0.0,cloudy
2023-02-27,HI,84.9,46.1,0.84,0.0,sunny
2023-02-27,NY,47.2,70.1,0.0,0.72,cloudy
2023-02-27,SC,24.0,75.6,0.0,0.16,rainy
2023-02-27,MP,70.0,91.5,0.18,0.45,snowy
2023-02-27,AR,21.0,32.6,0.15,0.02,rainy
2023-02-27,AZ,69.3,36.7,0.5,0.62,sunny
2023-02-27,TN,115.4,48.5,0.06,0.0,rainy
2023-02-27,WA,51.6,35.3,0.0,0.38,partly_cloudy
2023-02-27,CT,60.9,38.5,0.09,0.7,cloudy
2023-02-27,CA,78.0,41.2,0.25,0.81,rainy
2023-02-28,HI,78.9,58.6,0.0,0.55,cloudy
2023-02-28,NY,119.2,47.1,0.24,0.0,cloudy
2023-02-28,SC,39.8,57.5,0.0,0.07,cloudy
2023-02-28,MP,69.9,78.5,0.12,0.0,partly_cloudy
2023-02-28,AR,54.1,20.4,0.12,0.0,cloudy
2023-02-28,AZ,46.3,41.7,0.15,0.0,cloudy
2023-02-28,TN,75.0,37.4,0.0,0.0,rainy
2023-02-28,WA,70.3,43.8,0.0,0.0,sunny
2023-02-28,CT,99.5,35.7,0.49,0.46,sunny
2023-02-28,CA,78.8,22.2,0.2,0.37,sunny
2023-03-01,HI,51.2,75.6,0.0,0.0,cloudy
2023-03-01,NY,76.8,47.1,0.78,0.0,sunny
2023-03-01,SC,75.8,65.3,0.55,0.0,rainy
2023-03-01,MP,114.7,39.1,0.0,0.0,sunny
2023-03-01,AR,70.8,32.7,0.49,0.0,snowy
2023-03-01,AZ,51.2,34.2,0.27,0.0,partly_cloudy
2023-03-01,TN,101.9,72.3,0.0,0.0,snowy
2023-03-01,WA,71.1,61.2,0.29,0.0,snowy
2023-03-01,CT,83.9,51.7,0.0,0.0,sunny
2023-03-01,CA,78.8,75.4,0.27,0.0,sunny
2023-03-02,HI,66.7,50.7,0.0,0.0,rainy
2023-03-02,NY,71.6,68.9,0.0,0.0,cloudy
2023-03-02,SC,66.9,53.6,0.11,0.0,cloudy
2023-03-02,MP,84.9,73.5,0.0,0.0,cloudy
2023-03-02,AR,78.0,67.4,0.0,0.0,cloudy
2023-03-02,AZ,83.9,58.6,0.2,0.0,cloudy
2023-03-02,TN,73.4,39.6,0.0,0.0,cloudy
2023-03-02,WA,88.0,21.5,0.1,0.0,snowy
2023-03-02,CT,53.9,45.4,0.07,0.0,rainy
2023-03-02,CA,70.9,28.4,0.11,0.0,cloudy
2023-03-03,HI,77.4,67.2,0.14,0.0,cloudy
2023-03-03,NY,73.1,52.2,0.08,0.0,partly_cloudy
2023-03-03,SC,72.2,25.6,0.0,0.0,snowy
2023-03-03,MP,56.2,73.9,0.5,0.0,partly_cloudy
2023-03-03,AR,50.2,-0.2,0.0,0.0,cloudy
2023-03-03,AZ,76.4,53.0,0.0,0.0,snowy
2023-03-03,TN,64.3,49.5,0.1,0.0,partly_cloudy
2023-03-03,WA,83.1,42.8,0.0,0.0,partly_cloudy
2023-03-03,CT,95.8,35.7,0.56,0.0,partly_cloudy
2023-03-03,CA,105.2,46.7,0.27,0.0,rainy
2023-03-04,HI,65.0,35.4,0.15,0.0,snowy
2023-03-04,NY,44.0,63.8,0.0,0.0,sunny
2023-03-04,SC,85.6,18.6,0.0,0.0,rainy
2023-03-04,MP,62.6,4.6,0.15,0.0,snowy
2023-03-04,AR,86.4,57.4,0.0,0.0,sunny
2023-03-04,AZ,81.3,47.1,0.0,0.0,partly_cloudy
2023-03-04,TN,58.1,44.9,0.0,0.0,cloudy
2023-03-04,WA,52.3,70.9,0.0,0.0,sunny
2023-03-04,CT,69.2,29.4,0.18,0.0,partly_cloudy
2023-03-04,CA,51.0,29.8,0.0,0.0,rainy
2023-03-05,HI,82.5,70.2,0.27,0.0,sunny
2023-03-05,NY,64.5,58.7,0.0,0.0,partly_cloudy
2023-03-05,SC,99.5,46.3,0.24,0.0,partly_cloudy
2023-03-05,MP,62.0,32.9,0.0,0.0,cloudy
2023-03-05,AR,100.5,47.7,0.02,0.0,rainy
2023-03-05,AZ,71.7,59.9,0.21,0.0,snowy
2023-03-05,TN,42.3,34.9,0.23,0.0,partly_cloudy
2023-03-05,WA,82.2,42.8,0.0,0.0,partly_cloudy
2023-03-05,CT,104.5,68.6,0.19,0.0,sunny
2023-03-05,CA,63.9,50.5,0.48,0.0,partly_cloudy
2023-03-06,HI,67.7,68.9,0.04,0.0,snowy
2023-03-06,NY,62.1,35.9,0.0,0.0,sunny
2023-03-06,SC,74.6,95.1,0.0,0.0,snowy
2023-03-06,MP,54.9,55.6,0.26,0.0,sunny
2023-03-06,AR,99.5,32.6,0.63,0.0,cloudy
2023-03-06,AZ,74.5,19.4,0.49,0.0,rainy
2023-03-06,TN,76.3,51.7,0.0,0.0,snowy
2023-03-06,WA,66.6,32.4,0.3,0.0,cloudy
2023-03-06,CT,63.3,83.8,0.08,0.0,partly_cloudy
2023-03-06,CA,85.6,55.8,0.31,0.0,partly_cloudy
2023-03-07,HI,58.6,32.7,0.42,0.0,cloudy
2023-03-07,NY,42.8,43.7,0.0,0.0,partly_cloudy
2023-03-07,SC,82.6,22.7,0.08,0.0,cloudy
2023-03-07,MP,82.0,38.0,0.08,0.0,cloudy
2023-03-07,AR,70.3,55.6,0.02,0.0,cloudy
2023-03-07,AZ,92.5,39.4,0.4,0.0,cloudy
2023-03-07,TN,45.9,35.9,0.33,0.0,rainy
2023-03-07,WA,58.3,46.6,0.08,0.0,snowy
2023-03-07,CT,72.3,77.9,0.64,0.0,rainy
2023-03-07,CA,61.1,18.6,0.06,0.0,cloudy
2023-03-08,HI,62.2,37.3,0.0,0.0,partly_cloudy
2023-03-08,NY,99.9,46.8,0.31,0.0,rainy
2023-03-08,SC,76.6,27.5,0.11,0.0,sunny
2023-03-08,MP,31.5,70.4,0.54,0.0,snowy
2023-03-08,AR,89.1,55.2,0.23,0.0,rainy
2023-03-08,AZ,31.3,60.2,0.0,0.0,rainy
2023-03-08,TN,57.5,22.0,0.19,0.0,sunny
2023-03-08,WA,88.5,48.3,0.0,0.0,rainy
2023-03-08,CT,70.6,32.1,0.4,0.0,partly_cloudy
2023-03-08,CA,76.9,41.3,0.19,0.0,cloudy
2023-03-09,HI,38.7,25.2,0.0,0.0,snowy
2023-03-09,NY,79.8,25.2,0.0,0.0,rainy
2023-03-09,SC,61.3,58.1,0.0,0.0,partly_cloudy
2023-03-09,MP,71.3,57.4,0.22,0.0,sunny
2023-03-09,AR,80.0,75.1,0.25,0.0,sunny
2023-03-09,AZ,97.7,44.5,0.24,0.0,sunny
2023-03-09,TN,80.7,38.9,0.0,0.0,cloudy
2023-03-09,WA,83.3,13.6,0.0,0.0,cloudy
2023-03-09,CT,69.3,62.5,0.0,0.0,sunny
2023-03-09,CA,89.3,36.6,0.11,0.0,rainy
2023-03-10,HI,96.5,72.6,0.0,0.0,snowy
2023-03-10,NY,82.6,44.2,0.0,0.0,rainy
2023-03-10,SC,69.4,60.7,0.44,0.0,partly_cloudy
2023-03-10,MP,82.1,65.8,0.31,0.0,sunny
2023-03-10,AR,109.4,30.3,0.63,0.0,snowy
2023-03-10,AZ,59.9,39.2,0.22,0.0,snowy
2023-03-10,TN,87.5,62.1,0.31,0.0,cloudy
2023-03-10,WA,82.6,68.9,0.26,0.0,snowy
2023-03-10,CT,81.6,32.4,0.0,0.0,snowy
2023-03-10,CA,76.8,62.5,0.08,0.0,rainy
2023-03-11,HI,65.4,36.0,0.0,0.0,cloudy
2023-03-11,NY,79.5,58.5,0.09,0.0,partly_cloudy
2023-03-11,SC,83.0,31.1,0.14,0.0,rainy
2023-03-11,MP,99.9,73.6,0.0,0.0,snowy
2023-03-11,AR,78.4,49.2,0.0,0.0,snowy
2023-03-11,AZ,72.7,15.9,0.29,0.0,snowy
2023-03-11,TN,99.6,17.2,0.04,0.0,sunny
2023-03-11,WA,65.7,40.6,0.06,0.0,rainy
2023-03-11,CT,68.5,52.6,0.03,0.0,partly_cloudy
2023-03-11,CA,84.9,47.8,0.32,0.0,snowy
2023-03-12,HI,33.8,44.9,0.0,0.0,partly_cloudy
2023-03-12,NY,94.3,53.2,0.48,0.0,sunny
2023-03-12,SC,77.2,37.1,0.0,0.0,partly_cloudy
2023-03-12,MP,91.2,44.4,0.0,0.0,snowy
2023-03-12,AR,56.5,71.6,0.04,0.0,partly_cloudy
2023-03-12,AZ,90.7,37.2,0.27,0.0,sunny
2023-03-12,TN,49.6,43.0,0.32,0.0,rainy
2023-03-12,WA,74.0,20.1,0.11,0.0,snowy
2023-03-12,CT,84.9,55.8,0.0,0.0,partly_cloudy
2023-03-12,CA,44.6,14.3,0.0,0.0,partly_cloudy
2023-03-13,HI,63.1,61.9,0.11,0.0,cloudy
2023-03-13,NY,39.4,42.0,0.21,0.0,sunny
2023-03-13,SC,44.9,6.5,0.0,0.0,snowy
2023-03-13,MP,51.7,62.1,0.89,0.0,sunny
2023-03-13,AR,69.2,57.4,0.0,0.0,sunny
2023-03-13,AZ,95.5,60.7,0.73,0.0,snowy
2023-03-13,TN,58.3,42.8,0.0,0.0,partly_cloudy
2023-03-13,WA,80.2,68.1,0.0,0.0,rainy
2023-03-13,CT,30.6,49.0,0.24,0.0,sunny
2023-03-13,CA,85.2,51.9,0.08,0.0,partly_cloudy
2023-03-14,HI,56.8,24.4,0.34,0.0,rainy
2023-03-14,NY,87.1,56.2,0.0,0.0,sunny
2023-03-14,SC,75.6,77.2,0.0,0.0,rainy
2023-03-14,MP,43.1,65.6,0.09,0.0,sunny
2023-03-14,AR,73.1,74.0,0.0,0.0,sunny
2023-03-14,AZ,102.0,15.9,0.01,0.0,partly_cloudy
2023-03-14,TN,77.4,26.2,0.22,0.0,partly_cloudy
2023-03-14,WA,52.6,49.9,0.07,0.0,cloudy
2023-03-14,CT,90.5,42.2,0.0,0.0,sunny
2023-03-14,CA,86.3,63.8,0.0,0.0,partly_cloudy
2023-03-15,HI,48.0,71.6,0.22,0.0,snowy
2023-03-15,NY,99.0,16.2,0.4,0.0,sunny
2023-03-15,SC,79.2,15.0,0.72,0.0,partly_cloudy
2023-03-15,MP,51.0,50.8,0.0,0.0,partly_cloudy
2023-03-15,AR,78.5,56.6,0.0,0.0,cloudy
2023-03-15,AZ,55.6,43.4,0.57,0.0,rainy
2023-03-15,TN,46.6,66.0,0.0,0.0,rainy
2023-03-15,WA,100.3,66.4,0.06,0.0,rainy
2023-03-15,CT,68.9,42.0,0.0,0.0,rainy
2023-03-15,CA,37.7,27.9,0.03,0.0,sunny
2023-03-16,HI,65.2,54.6,0.02,0.0,snowy
2023-03-16,NY,89.8,40.3,0.83,0.0,partly_cloudy
2023-03-16,SC,71.1,35.8,0.41,0.0,cloudy
2023-03-16,MP,31.8,71.2,0.36,0.0,cloudy
2023-03-16,AR,60.7,53.2,0.0,0.0,rainy
2023-03-16,AZ,90.0,61.9,0.0,0.0,rainy
2023-03-16,TN,54.8,52.9,0.18,0.0,snowy
2023-03-16,WA,92.3,21.2,0.03,0.0,snowy
2023-03-16,CT,65.4,60.1,0.61,0.0,cloudy
2023-03-16,CA,59.2,24.2,0.18,0.0,partly_cloudy
2023-03-17,HI,70.8,66.5,0.23,0.0,sunny
2023-03-17,NY,84.6,48.5,0.0,0.0,partly_cloudy
2023-03-17,SC,67.3,65.8,0.0,0.0,rainy
2023-03-17,MP,95.7,26.1,0.0,0.0,cloudy
2023-03-17,AR,84.9,70.9,0.47,0.0,partly_cloudy
2023-03-17,AZ,45.0,57.7,0.34,0.0,rainy
2023-03-17,TN,79.3,49.6,0.0,0.0,sunny
2023-03-17,WA,64.2,43.3,0.06,0.0,sunny
2023-03-17,CT,51.4,19.0,0.28,0.0,rainy
2023-03-17,CA,70.9,77.5,0.23,0.0,cloudy
2023-03-18,HI,104.9,14.6,0.28,0.0,rainy
2023-03-18,NY,52.6,71.7,0.55,0.0,snowy
2023-03-18,SC,78.3,70.4,0.1,0.0,snowy
2023-03-18,MP,58.9,77.8,0.48,0.0,partly_cloudy
2023-03-18,AR,74.6,82.8,0.0,0.0,partly_cloudy
2023-03-18,AZ,39.4,53.6,0.25,0.0,sunny
2023-03-18,TN,56.6,28.6,0.15,0.0,rainy
2023-03-18,WA,63.5,69.5,0.0,0.0,sunny
2023-03-18,CT,87.6,58.1,0.0,0.0,partly_cloudy
2023-03-18,CA,88.2,29.5,0.47,0.0,partly_cloudy
2023-03-19,HI,86.1,67.3,0.0,0.0,snowy
2023-03-19,NY,57.7,22.3,0.0,0.0,snowy
2023-03-19,SC,76.5,44.8,0.57,0.0,snowy
2023-03-19,MP,60.3,75.9,0.19,0.0,cloudy
2023-03-19,AR,71.5,27.7,0.25,0.0,cloudy
2023-03-19,AZ,63.4,67.4,0.53,0.0,partly_cloudy
2023-03-19,TN,75.1,45.7,0.22,0.0,partly_cloudy
2023-03-19,WA,55.7,56.4,0.4,0.0,cloudy
2023-03-19,CT,50.0,84.2,0.14,0.0,cloudy
2023-03-19,CA,21.6,37.4,0.35,0.0,cloudy
2023-03-20,HI,86.1,78.1,0.21,0.0,partly_cloudy
2023-03-20,NY,87.5,68.8,0.0,0.0,partly_cloudy
2023-03-20,SC,101.5,55.0,0.23,0.0,sunny
2023-03-20,MP,39.7,38.4,0.1,0.0,snowy
2023-03-20,AR,67.8,49.6,0.43,0.0,cloudy
2023-03-20,AZ,91.3,62.5,0.29,0.0,sunny
2023-03-20,TN,51.8,61.4,0.0,0.0,sunny
2023-03-20,WA,102.1,61.5,0.05,0.0,sunny
2023-03-20,CT,85.7,64.2,0.02,0.0,partly_cloudy
2023-03-20,CA,58.8,56.0,0.33,0.0,sunny
2023-03-21,HI,100.3,69.5,0.17,0.0,rainy
2023-03-21,NY,48.3,77.0,0.39,0.0,cloudy
2023-03-21,SC,73.5,59.8,0.0,0.0,partly_cloudy
2023-03-21,MP,71.0,48.3,0.16,0.0,partly_cloudy
2023-03-21,AR,61.7,32.3,0.0,0.0,snowy
2023-03-21,AZ,38.6,34.2,0.08,0.0,rainy
2023-03-21,TN,60.6,54.6,0.0,0.0,partly_cloudy
2023-03-21,WA,63.1,49.4,0.0,0.0,rainy
2023-03-21,CT,72.0,65.5,0.0,0.0,snowy
2023-03-21,CA,57.7,47.8,0.0,0.0,partly_cloudy
2023-03-22,HI,64.6,73.7,0.0,0.0,rainy
2023-03-22,NY,66.1,41.5,0.0,0.0,sunny
2023-03-22,SC,46.9,64.2,0.28,0.0,rainy
2023-03-22,MP,45.0,36.7,0.0,0.0,snowy
2023-03-22,AR,75.7,47.1,0.67,0.0,rainy
2023-03-22,AZ,62.8,34.3,0.64,0.0,partly_cloudy
2023-03-22,TN,45.5,41.4,0.09,0.0,sunny
2023-03-22,WA,30.1,43.7,0.0,0.0,sunny
2023-03-22,CT,66.3,47.4,0.49,0.0,rainy
2023-03-22,CA,59.3,35.0,0.2,0.0,snowy
2023-03-23,HI,68.4,41.4,0.0,0.0,sunny
2023-03-23,NY,58.7,25.2,0.16,0.0,snowy
2023-03-23,SC,71.8,70.6,0.3,0.0,partly_cloudy
2023-03-23,MP,60.4,45.2,0.06,0.0,cloudy
2023-03-23,AR,36.9,62.1,0.12,0.0,cloudy
2023-03-23,AZ,79.7,69.4,0.15,0.0,sunny
2023-03-23,TN,70.5,50.4,0.62,0.0,rainy
2023-03-23,WA,88.2,60.6,0.41,0.0,partly_cloudy
2023-03-23,CT,45.1,44.6,0.0,0.0,partly_cloudy
2023-03-23,CA,97.4,77.3,0.06,0.0,rainy
2023-03-24,HI,70.6,75.8,0.32,0.0,partly_cloudy
2023-03-24,NY,72.3,55.7,0.16,0.0,snowy
2023-03-24,SC,104.0,48.0,0.43,0.0,snowy
2023-03-24,MP,86.5,60.5,0.0,0.0,rainy
2023-03-24,AR,61.2,42.3,0.0,0.0,rainy
2023-03-24,AZ,96.1,51.1,0.29,0.0,rainy
2023-03-24,TN,71.1,44.8,0.05,0.0,sunny
2023-03-24,WA,89.5,55.6,0.15,0.0,sunny
2023-03-24,CT,72.4,58.3,0.0,0.0,sunny
2023-03-24,CA,37.9,55.6,0.15,0.0,rainy
2023-03-25,HI,53.8,61.7,0.22,0.0,rainy
2023-03-25,NY,80.1,16.1,0.09,0.0,cloudy
2023-03-25,SC,64.6,58.6,0.43,0.0,cloudy
2023-03-25,MP,84.6,47.8,0.34,0.0,snowy
2023-03-25,AR,82.9,22.8,0.04,0.0,snowy
2023-03-25,AZ,75.3,72.1,0.18,0.0,partly_cloudy
2023-03-25,TN,35.1,22.2,0.32,0.0,snowy
2023-03-25,WA,55.6,48.8,0.0,0.0,sunny
2023-03-25,CT,45.8,68.2,0.72,0.0,cloudy
2023-03-25,CA,60.1,36.4,0.08,0.0,sunny
2023-03-26,HI,55.1,3.2,0.19,0.0,sunny
2023-03-26,NY,29.2,55.0,0.19,0.0,cloudy
2023-03-26,SC,111.5,76.4,0.2,0.0,cloudy
2023-03-26,MP,42.8,45.1,0.0,0.0,partly_cloudy
2023-03-26,AR,71.5,21.1,0.35,0.0,cloudy
2023-03-26,AZ,36.2,11.3,0.0,0.0,rainy
2023-03-26,TN,105.7,43.3,0.09,0.0,partly_cloudy
2023-03-26,WA,51.4,63.2,0.11,0.0,sunny
2023-03-26,CT,84.7,63.3,0.03,0.0,cloudy
2023-03-26,CA,79.3,55.0,0.3,0.0,rainy
2023-03-27,HI,84.9,17.0,0.05,0.0,cloudy
2023-03-27,NY,72.5,99.2,0.0,0.0,partly_cloudy
2023-03-27,SC,54.1,41.7,0.03,0.0,sunny
2023-03-27,MP,41.5,51.5,0.0,0.0,snowy
2023-03-27,AR,80.9,53.1,0.52,0.0,cloudy
2023-03-27,AZ,88.0,0.8,0.78,0.0,cloudy
2023-03-27,TN,90.4,49.9,0.34,0.0,cloudy
2023-03-27,WA,66.9,36.2,0.13,0.0,rainy
2023-03-27,CT,48.7,70.0,0.38,0.0,snowy
2023-03-27,CA,65.9,80.3,0.32,0.0,sunny
2023-03-28,HI,55.3,82.7,0.45,0.0,sunny
2023-03-28,NY,77.7,41.5,0.0,0.0,partly_cloudy
2023-03-28,SC,64.2,59.0,0.37,0.0,sunny
2023-03-28,MP,91.5,31.5,0.19,0.0,partly_cloudy
2023-03-28,AR,43.1,42.6,0.0,0.0,cloudy
2023-03-28,AZ,50.9,70.3,0.29,0.0,snowy
2023-03-28,TN,59.4,1.3,0.0,0.0,snowy
2023-03-28,WA,71.8,34.2,0.0,0.0,rainy
2023-03-28,CT,92.3,54.7,0.01,0.0,snowy
2023-03-28,CA,82.7,72.0,0.46,0.0,sunny
2023-03-29,HI,72.9,67.3,0.33,0.0,cloudy
2023-03-29,NY,80.5,41.4,0.13,0.0,sunny
2023-03-29,SC,71.4,38.1,0.26,0.0,rainy
2023-03-29,MP,108.5,78.5,0.05,0.0,partly_cloudy
2023-03-29,AR,78.9,47.8,0.77,0.0,rainy
2023-03-29,AZ,64.6,56.4,0.27,0.0,partly_cloudy
2023-03-29,TN,54.5,18.3,0.0,0.0,cloudy
2023-03-29,WA,34.7,32.3,0.0,0.0,partly_cloudy
2023-03-29,CT,59.4,25.0,0.15,0.0,rainy
2023-03-29,CA,56.4,57.5,0.56,0.0,partly_cloudy
2023-03-30,HI,81.4,70.9,0.0,0.0,sunny
2023-03-30,NY,60.3,39.1,0.0,0.0,rainy
2023-03-30,SC,75.2,55.2,0.0,0.0,snowy
2023-03-30,MP,77.4,66.3,0.0,0.0,snowy
2023-03-30,AR,77.1,31.4,0.74,0.0,cloudy
2023-03-30,AZ,77.1,23.7,0.65,0.0,snowy
2023-03-30,TN,49.6,2.2,0.0,0.0,sunny
2023-03-30,WA,57.3,62.8,0.4,0.0,rainy
2023-03-30,CT,69.6,37.3,0.0,0.0,sunny
2023-03-30,CA,85.0,52.9,0.28,0.0,sunny
2023-03-31,HI,67.1,98.7,0.46,0.0,snowy
2023-03-31,NY,86.3,38.6,0.36,0.0,rainy
2023-03-31,SC,91.6,47.5,0.82,0.0,rainy
2023-03-31,MP,67.9,93.0,0.54,0.0,sunny
2023-03-31,AR,68.1,50.0,0.0,0.0,cloudy
